5.000000000000000000e+01,-1.038140000000000100e+03
1.000000000000000000e+02,-9.977000000000000455e+02
1.500000000000000000e+02,-9.984199999999999591e+02
2.000000000000000000e+02,-1.037740000000000009e+03
2.500000000000000000e+02,-9.973600000000000136e+02
3.000000000000000000e+02,-9.374800000000000182e+02
3.500000000000000000e+02,-9.975599999999999454e+02
4.000000000000000000e+02,-9.565800000000000409e+02
4.500000000000000000e+02,-1.016559999999999945e+03
5.000000000000000000e+02,-9.156399999999999864e+02
5.500000000000000000e+02,-9.163999999999999773e+02
6.000000000000000000e+02,-9.157999999999999545e+02
6.500000000000000000e+02,-9.762000000000000455e+02
7.000000000000000000e+02,-7.745199999999999818e+02
7.500000000000000000e+02,-8.541399999999999864e+02
8.000000000000000000e+02,-8.147400000000000091e+02
8.500000000000000000e+02,-9.157799999999999727e+02
9.000000000000000000e+02,-9.348999999999999773e+02
9.500000000000000000e+02,-8.943999999999999773e+02
1.000000000000000000e+03,-8.744600000000000364e+02
1.050000000000000000e+03,-8.140399999999999636e+02
1.100000000000000000e+03,-7.724199999999999591e+02
1.150000000000000000e+03,-8.341799999999999500e+02
1.200000000000000000e+03,-8.753799999999999955e+02
1.250000000000000000e+03,-7.743200000000000500e+02
1.300000000000000000e+03,-8.133400000000000318e+02
1.350000000000000000e+03,-8.341399999999999864e+02
1.400000000000000000e+03,-7.735000000000000000e+02
1.450000000000000000e+03,-7.542000000000000455e+02
1.500000000000000000e+03,-7.735199999999999818e+02
1.550000000000000000e+03,-8.133600000000000136e+02
1.600000000000000000e+03,-7.333799999999999955e+02
1.650000000000000000e+03,-7.936000000000000227e+02
1.700000000000000000e+03,-6.928600000000000136e+02
1.750000000000000000e+03,-6.931599999999999682e+02
1.800000000000000000e+03,-7.330000000000000000e+02
1.850000000000000000e+03,-6.929800000000000182e+02
1.900000000000000000e+03,-7.323799999999999955e+02
1.950000000000000000e+03,-7.124600000000000364e+02
2.000000000000000000e+03,-7.527400000000000091e+02
2.050000000000000000e+03,-6.922999999999999545e+02
2.100000000000000000e+03,-6.519800000000000182e+02
2.150000000000000000e+03,-6.529800000000000182e+02
2.200000000000000000e+03,-6.917200000000000273e+02
2.250000000000000000e+03,-5.911399999999999864e+02
2.300000000000000000e+03,-5.314600000000000364e+02
2.350000000000000000e+03,-4.711399999999999864e+02
2.400000000000000000e+03,-6.524199999999999591e+02
2.450000000000000000e+03,-7.331200000000000045e+02
2.500000000000000000e+03,-6.313799999999999955e+02
2.550000000000000000e+03,-6.528400000000000318e+02
2.600000000000000000e+03,-6.122400000000000091e+02
2.650000000000000000e+03,-8.125399999999999636e+02
2.700000000000000000e+03,-5.308600000000000136e+02
2.750000000000000000e+03,-6.922799999999999727e+02
2.800000000000000000e+03,-6.521399999999999864e+02
2.850000000000000000e+03,-6.322999999999999545e+02
2.900000000000000000e+03,-6.329400000000000546e+02
2.950000000000000000e+03,-5.509800000000000182e+02
3.000000000000000000e+03,-6.116599999999999682e+02
3.050000000000000000e+03,-5.508200000000000500e+02
3.100000000000000000e+03,-6.520000000000000000e+02
3.150000000000000000e+03,-5.915399999999999636e+02
3.200000000000000000e+03,-5.299199999999999591e+02
3.250000000000000000e+03,-4.505799999999999841e+02
3.300000000000000000e+03,-6.512999999999999545e+02
3.350000000000000000e+03,-6.307000000000000455e+02
3.400000000000000000e+03,-5.905000000000000000e+02
3.450000000000000000e+03,-5.513999999999999773e+02
3.500000000000000000e+03,-3.694800000000000182e+02
3.550000000000000000e+03,-5.321000000000000227e+02
3.600000000000000000e+03,-5.511200000000000045e+02
3.650000000000000000e+03,-4.705799999999999841e+02
3.700000000000000000e+03,-5.518200000000000500e+02
3.750000000000000000e+03,-3.906000000000000227e+02
3.800000000000000000e+03,-6.110800000000000409e+02
3.850000000000000000e+03,-4.902799999999999727e+02
3.900000000000000000e+03,-5.694600000000000364e+02
3.950000000000000000e+03,-4.500799999999999841e+02
4.000000000000000000e+03,-5.716399999999999864e+02
4.050000000000000000e+03,-4.902200000000000273e+02
4.100000000000000000e+03,-5.100199999999999818e+02
4.150000000000000000e+03,-6.112999999999999545e+02
4.200000000000000000e+03,-6.301399999999999864e+02
4.250000000000000000e+03,-5.707599999999999909e+02
4.300000000000000000e+03,-4.697200000000000273e+02
4.350000000000000000e+03,-6.106599999999999682e+02
4.400000000000000000e+03,-5.503999999999999773e+02
4.450000000000000000e+03,-5.301000000000000227e+02
4.500000000000000000e+03,-4.093399999999999750e+02
