5.000000000000000000e+01,9.599999999999999645e-01
1.000000000000000000e+02,1.000000000000000000e+00
1.500000000000000000e+02,1.000000000000000000e+00
2.000000000000000000e+02,1.000000000000000000e+00
2.500000000000000000e+02,9.599999999999999645e-01
3.000000000000000000e+02,9.799999999999999822e-01
3.500000000000000000e+02,9.000000000000000222e-01
4.000000000000000000e+02,9.599999999999999645e-01
4.500000000000000000e+02,9.599999999999999645e-01
5.000000000000000000e+02,9.399999999999999467e-01
5.500000000000000000e+02,9.399999999999999467e-01
6.000000000000000000e+02,9.399999999999999467e-01
6.500000000000000000e+02,1.000000000000000000e+00
