5.000000000000000000e+01,-1.018240000000000009e+03
1.000000000000000000e+02,-9.571599999999999682e+02
1.500000000000000000e+02,-9.975000000000000000e+02
2.000000000000000000e+02,-9.772599999999999909e+02
2.500000000000000000e+02,-9.767999999999999545e+02
3.000000000000000000e+02,-1.018159999999999968e+03
3.500000000000000000e+02,-9.987400000000000091e+02
4.000000000000000000e+02,-1.017720000000000027e+03
4.500000000000000000e+02,-1.017220000000000027e+03
5.000000000000000000e+02,-9.776799999999999500e+02
5.500000000000000000e+02,-9.569800000000000182e+02
6.000000000000000000e+02,-9.779400000000000546e+02
6.500000000000000000e+02,-9.978400000000000318e+02
7.000000000000000000e+02,-9.978200000000000500e+02
7.500000000000000000e+02,-1.037880000000000109e+03
8.000000000000000000e+02,-1.017759999999999991e+03
8.500000000000000000e+02,-9.976399999999999864e+02
9.000000000000000000e+02,-9.979400000000000546e+02
9.500000000000000000e+02,-9.973600000000000136e+02
1.000000000000000000e+03,-9.770800000000000409e+02
1.050000000000000000e+03,-9.577599999999999909e+02
1.100000000000000000e+03,-9.975399999999999636e+02
1.150000000000000000e+03,-1.017419999999999959e+03
1.200000000000000000e+03,-9.976000000000000227e+02
1.250000000000000000e+03,-1.017340000000000032e+03
1.300000000000000000e+03,-9.776799999999999500e+02
1.350000000000000000e+03,-9.773400000000000318e+02
1.400000000000000000e+03,-9.978600000000000136e+02
1.450000000000000000e+03,-9.775199999999999818e+02
1.500000000000000000e+03,-9.784199999999999591e+02
1.550000000000000000e+03,-9.774199999999999591e+02
1.600000000000000000e+03,-9.776200000000000045e+02
1.650000000000000000e+03,-9.976799999999999500e+02
1.700000000000000000e+03,-9.975599999999999454e+02
1.750000000000000000e+03,-9.976200000000000045e+02
1.800000000000000000e+03,-9.976799999999999500e+02
1.850000000000000000e+03,-9.775399999999999636e+02
1.900000000000000000e+03,-9.768600000000000136e+02
1.950000000000000000e+03,-1.017940000000000055e+03
2.000000000000000000e+03,-9.976200000000000045e+02
2.050000000000000000e+03,-1.017080000000000041e+03
2.100000000000000000e+03,-9.975800000000000409e+02
